numero_de_proyecto,clave_de_programa,Fondo,id_entidad,entidad,id_municipio,municipio,proyecto,monto,Pagado
2158,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,15,GUANAJUATO,,27000000,0
2159,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,16,HUANÍMARO,,2000000,0
2160,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,18,JARAL DEL PROGRESO,,5000000,0
2161,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,20,LEÓN,,58000000,0
2162,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,8,MANUEL DOBLADO,,8000000,0
2163,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,21,MOROLEÓN,,3000000,0
2164,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,22,OCAMPO,,7279000,0
2165,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,23,PÉNJAMO,,1999976,0
2166,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,24,PUEBLO NUEVO,,18000000,0
2167,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,27,SALAMANCA,,16000000,0
2168,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,28,SALVATIERRA,,9116000,0
2169,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,29,SAN DIEGO DE LA UNIÓN,,6500000,0
2170,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,30,SAN FELIPE,,4615000,0
2171,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,32,SAN JOSÉ ITURBIDE,,1790000,0
2172,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,3,SAN MIGUEL DE ALLENDE,,48000000,0
2173,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,34,SANTA CATARINA,,1500000,0
2174,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,36,SANTIAGO MARAVATÍO,,13095297,0
2175,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,40,TIERRA BLANCA,,8971000,0
2176,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,41,URIANGATO,,788703,0
2177,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,44,VILLAGRÁN,,2000000,0
2178,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,45,XICHÚ,,2845000,0
2179,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,11,GUANAJUATO,46,YURIRIA,,4000000,0
2180,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,1,ACAPULCO DE JUÁREZ,,10000000,0
2181,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,5,ALPOYECA,,3000000,0
2182,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,9,ATLAMAJALCINGO DEL MONTE,,4000000,0
2183,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,11,ATOYAC DE ÁLVAREZ,,3800000,0
2184,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,13,AZOYÚ,,15000000,0
2185,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,29,CHILPANCINGO DE LOS BRAVO,,13830000,0
2186,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,21,COYUCA DE BENÍTEZ,,2708093,0
2187,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,27,CUTZAMALA DE PINZÓN,,2000000,0
2188,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,31,GENERAL CANUTO A. NERI,,6000000,0
2189,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,81,ILIATENCO,,8000000,0
2190,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,39,JUAN R. ESCUDERO,,10270000,0
2191,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,80,JUCHITÁN,,3000000,0
2192,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,40,LEONARDO BRAVO,,2000000,0
2193,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,42,MÁRTIR DE CUILAPAN,,6000000,0
2194,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,43,METLATÓNOC,,6000000,0
2195,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,44,MOCHITLÁN,,2091907,0
2196,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,48,PETATLÁN,,2500000,0
2197,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,52,SAN LUIS ACATLÁN,,12000000,0
2198,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,58,TELOLOAPAN,,2000000,0
2199,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,59,TEPECOACUILCO DE TRUJANO,,6600000,0
2200,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,61,TIXTLA DE GUERRERO,,10000000,0
2201,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,64,TLALCHAPA,,21000000,0
2202,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,12,GUERRERO,38,ZIHUATANEJO DE AZUETA,,9700000,0
2203,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,13,HIDALGO,3,ACTOPAN,,8000000,0
2204,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,13,HIDALGO,11,ATLAPEXCO,,7500000,0
2205,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,13,HIDALGO,13,ATOTONILCO DE TULA,,5000000,0
2206,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,13,HIDALGO,14,CALNALI,,5000000,0
2207,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,13,HIDALGO,25,HUAUTLA,,6000000,0
2208,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,13,HIDALGO,28,HUEJUTLA DE REYES,,40500000,0
2209,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,13,HIDALGO,34,LOLOTLA,,2000000,0
2210,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,13,HIDALGO,51,MINERAL DE LA REFORMA,,8000000,0
2211,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,13,HIDALGO,42,MOLANGO DE ESCAMILLA,,5000000,0
2212,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,13,HIDALGO,48,PACHUCA DE SOTO,,10000000,0
2213,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,13,HIDALGO,46,SAN FELIPE ORIZATLÁN,,6000000,0
2214,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,13,HIDALGO,62,TEPEHUACÁN DE GUERRERO,,7500000,0
2215,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,13,HIDALGO,67,TEZONTEPEC DE ALDAMA,,18000000,0
2216,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,13,HIDALGO,68,TIANGUISTENGO,,13500000,0
2217,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,13,HIDALGO,77,TULANCINGO DE BRAVO,,10000000,0
2218,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,13,HIDALGO,80,YAHUALICA,,5000000,0
2219,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,3,AHUALULCO DE MERCADO,,5500000,0
2220,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,5,AMATITÁN,,2000000,0
2221,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,6,AMECA,,500000,0
2222,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,13,ATOTONILCO EL ALTO,,3000000,0
2223,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,14,ATOYAC,,2000000,0
2224,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,15,AUTLÁN DE NAVARRO,,6000000,0
2225,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,16,AYOTLÁN,,8000000,0
2226,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,19,BOLAÑOS,,500000,0
2227,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,21,CASIMIRO CASTILLO,,2500000,0
2228,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,30,CHAPALA,,4000000,0
2229,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,31,CHIMALTITÁN,,6500000,0
2230,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,32,CHIQUILISTLÁN,,2000000,0
2231,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,24,COCULA,,1000000,0
2232,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,29,CUQUÍO,,2000000,0
2233,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,33,DEGOLLADO,,1500000,0
2234,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,34,EJUTLA,,1000000,0
2235,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,37,EL GRULLO,,3000000,0
2236,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,54,EL LIMÓN,,2000000,0
2237,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,35,ENCARNACIÓN DE DÍAZ,,3500000,0
2238,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,36,ETZATLÁN,,1955000,0
2239,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,38,GUACHINANGO,,2000000,0
2240,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,39,GUADALAJARA,,58500000,0
2241,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,40,HOSTOTIPAQUILLO,,2800000,0
2242,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,41,HUEJÚCAR,,2000000,0
2243,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,42,HUEJUQUILLA EL ALTO,,4500000,0
2244,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,44,IXTLAHUACÁN DE LOS MEMBRILLOS,,9000000,0
2245,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,45,IXTLAHUACÁN DEL RÍO,,2500000,0
2246,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,46,JALOSTOTITLÁN,,8500000,0
2247,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,47,JAMAY,,4000000,0
2248,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,48,JESÚS MARÍA,,2000000,0
2249,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,49,JILOTLÁN DE LOS DOLORES,,5000000,0
2250,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,52,JUCHITLÁN,,2500000,0
2251,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,18,LA BARCA,,4500000,0
2252,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,43,LA HUERTA,,5000000,0
2253,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,57,LA MANZANILLA DE LA PAZ,,7500000,0
2254,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,53,LAGOS DE MORENO,,7000000,0
2255,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,58,MASCOTA,,9000000,0
2256,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,59,MAZAMITLA,,11500000,0
2257,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,63,OCOTLÁN,,4000000,0
2258,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,64,OJUELOS DE JALISCO,,3500000,0
2259,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,67,PUERTO VALLARTA,,23000000,0
2260,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,69,QUITUPAN,,2500000,0
2261,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,125,SAN IGNACIO CERRO GORDO,,4000000,0
2262,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,73,SAN JUAN DE LOS LAGOS,,3000000,0
2263,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,7,SAN JUANITO DE ESCOBEDO,,2000000,0
2264,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,75,SAN MARCOS,,2000000,0
2265,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,76,SAN MARTÍN DE BOLAÑOS,,3500000,0
2266,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,78,SAN MIGUEL EL ALTO,,12000000,0
2267,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,81,SANTA MARÍA DE LOS ÁNGELES,,1200000,0
2268,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,83,TALA,,10000000,0
2269,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,84,TALPA DE ALLENDE,,2000000,0
2270,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,87,TECALITLÁN,,2500000,0
2271,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,88,TECOLOTLÁN,,2000000,0
2272,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,95,TEUCHITLÁN,,2000000,0
2273,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,96,TIZAPÁN EL ALTO,,9500000,0
2274,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,101,TONALÁ,,49630640,0
2275,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,103,TONILA,,3529217,0
2276,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,104,TOTATICHE,,2000000,0
2277,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,105,TOTOTLÁN,,11500000,0
2278,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,106,TUXCACUESCO,,2500000,0
2279,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,109,UNIÓN DE SAN ANTONIO,,31000000,0
2280,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,110,UNIÓN DE TULA,,3500000,0
2281,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,112,VALLE DE JUÁREZ,,6000000,0
2282,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,115,VILLA GUERRERO,,500000,0
2283,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,120,ZAPOPAN,,54500000,0
2284,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,14,JALISCO,23,ZAPOTLÁN EL GRANDE,,10000000,0
2285,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,9,AMECAMECA,,8000000,0
2286,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,13,ATIZAPÁN DE ZARAGOZA,,36000000,0
2287,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,26,CHAPA DE MOTA,,4000000,0
2288,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,32,DONATO GUERRA,,18000000,0
2289,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,37,HUIXQUILUCAN,,2000000,0
2290,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,54,METEPEC,,65000000,0
2291,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,57,NAUCALPAN DE JUÁREZ,,36000000,0
2292,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,58,NEZAHUALCÓYOTL,,42300000,0
2293,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,79,SOYANIQUILPAN DE JUÁREZ,,12000000,0
2294,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,84,TEMASCALAPA,,10000000,0
2295,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,89,TENANGO DEL AIRE,,12000000,0
2296,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,94,TEPETLIXPA,,10000000,0
2297,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,95,TEPOTZOTLÁN,,3000000,0
2298,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,98,TEXCALYACAC,,5000000,0
2299,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,101,TIANGUISTENCO,,4000000,0
2300,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,106,TOLUCA,,18000000,0
2301,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,125,TONANITLA,,4000000,0
2302,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,15,MÉXICO,108,TULTEPEC,,24000000,0
2303,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,16,MICHOACÁN,1,ACUITZIO,,1234366,0
2304,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,16,MICHOACÁN,4,ANGAMACUTIRO,,3550000,0
2305,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,16,MICHOACÁN,5,ANGANGUEO,,2700000,0
2306,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,16,MICHOACÁN,6,APATZINGÁN,,18000000,0
2307,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,16,MICHOACÁN,7,APORO,,4500000,0
2308,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,16,MICHOACÁN,8,AQUILA,,1300000,0
2309,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,16,MICHOACÁN,9,ARIO,,2000000,0
2310,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,16,MICHOACÁN,10,ARTEAGA,,1300000,0
2311,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,16,MICHOACÁN,11,BRISEÑAS,,800000,0
2312,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,16,MICHOACÁN,12,BUENAVISTA,,1300000,0
2313,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,16,MICHOACÁN,22,CHARO,,4500000,0
2314,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,16,MICHOACÁN,23,CHAVINDA,,2000000,0
2315,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,16,MICHOACÁN,26,CHINICUILA,,1300000,0
2316,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,16,MICHOACÁN,27,CHUCÁNDIRO,,1300000,0
2317,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,16,MICHOACÁN,29,CHURUMUCO,,3000000,0
2318,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,16,MICHOACÁN,14,COAHUAYANA,,8874647,0
2319,U132,FONDO PARA EL FORTALECIMIENTO DE LA ESTRUCTURA ESTATAL Y MUNICIPAL,16,MICHOACÁN,15,COALCOMÁN DE VÁZQUEZ PALLARES,,20000000,0
