numero_de_proyecto,clave_de_programa,Fondo,id_entidad,entidad,id_municipio,municipio,proyecto,monto,Pagado
950,U128,PROYECTOS DE DESARROLLO REGIONAL,28,TAMAULIPAS,17,JAUMAVE,INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE JAUMAVE EN EL ESTADO DE TAMAULIPAS,1050000,0
951,U128,PROYECTOS DE DESARROLLO REGIONAL,28,TAMAULIPAS,18,JIMÉNEZ,INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE JIMÉNEZ EN EL ESTADO DE TAMAULIPAS,2000000,0
952,U128,PROYECTOS DE DESARROLLO REGIONAL,10,DURANGO,12,LERDO,INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE LERDO EN EL ESTADO DE DURANGO,10000000,0
953,U128,PROYECTOS DE DESARROLLO REGIONAL,28,TAMAULIPAS,19,LLERA,INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE LLERA EN EL ESTADO DE TAMAULIPAS,1050000,0
954,U128,PROYECTOS DE DESARROLLO REGIONAL,30,VERACRUZ,99,MALTRATA,INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE MALTRATA DEL ESTADO DE VERACRUZ,700000,0
955,U128,PROYECTOS DE DESARROLLO REGIONAL,28,TAMAULIPAS,22,MATAMOROS,INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE MATAMOROS EN EL ESTADO DE TAMAULIPAS,35200000,0
956,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,45,MEOQUI,INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE MEOQUI DEL ESTADO DE CHIHUAHUA.,3000000,0
957,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,36,MIER Y NORIEGA,INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE MIER Y NORIEGA EN EL ESTADO DE NUEVO LEÓN,3400000,0
958,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,62,MIXTLÁN,"INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE MIXTLÁN ,   JALISCO.",4000000,0
959,U128,PROYECTOS DE DESARROLLO REGIONAL,28,TAMAULIPAS,29,OCAMPO,INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE OCAMPO EN EL ESTADO DE TAMAULIPAS,5300000,0
960,U128,PROYECTOS DE DESARROLLO REGIONAL,31,YUCATÁN,56,OXKUTZCAB,"INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE OXKUTZCAB ,   ESTADO DE YUCATÁN",1900000,0
961,U128,PROYECTOS DE DESARROLLO REGIONAL,28,TAMAULIPAS,31,PALMILLAS,INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE PALMILLAS EN EL ESTADO DE TAMAULIPAS,1000000,0
962,U128,PROYECTOS DE DESARROLLO REGIONAL,27,TABASCO,14,PARAÍSO,"INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE PARAÍSO ,   TABASCO",5730000,0
963,U128,PROYECTOS DE DESARROLLO REGIONAL,11,GUANAJUATO,24,PUEBLO NUEVO,INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE PUEBLO NUEVO EDO DE GUANAJUATO,2500000,0
964,U128,PROYECTOS DE DESARROLLO REGIONAL,7,CHIAPAS,74,REFORMA,"INFRAESTRUCTURA VÍAL EN EL MUNICIPIO DE REFORMA ,   DEL ESTADO DE CHIAPAS",3000000,0
965,U128,PROYECTOS DE DESARROLLO REGIONAL,28,TAMAULIPAS,32,REYNOSA,INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE REYNOSA EN EL ESTADO DE TAMAULIPAS,20600000,0
966,U128,PROYECTOS DE DESARROLLO REGIONAL,28,TAMAULIPAS,33,RÍO BRAVO,INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE RÍO BRAVO EN EL ESTADO DE TAMAULIPAS,15500000,0
967,U128,PROYECTOS DE DESARROLLO REGIONAL,32,ZACATECAS,39,RÍO GRANDE,"INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE RÍO GRANDE ,   ESTADO DE ZACATECAS",3225357,0
968,U128,PROYECTOS DE DESARROLLO REGIONAL,8,CHIHUAHUA,55,ROSALES,INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE ROSALES DEL ESTADO DE CHIHUAHUA.,3000000,0
969,U128,PROYECTOS DE DESARROLLO REGIONAL,24,SAN LUIS POTOSÍ,28,SAN LUIS POTOSÍ,"INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE SAN LUIS POTOSÍ ,   ESTADO DE SAN LUIS POTOSÍ",51240000,0
970,U128,PROYECTOS DE DESARROLLO REGIONAL,24,SAN LUIS POTOSÍ,29,SAN MARTÍN CHALCHICUAUTLA,"INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE SAN MARTÍN CHALCHICUAUTLA ,   ESTADO DE SAN LUIS POTOSÍ",1410000,0
971,U128,PROYECTOS DE DESARROLLO REGIONAL,14,JALISCO,77,SAN MARTÍN HIDALGO,"INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE SAN MARTÍN HIDALGO ,   JALISCO.",3500000,0
972,U128,PROYECTOS DE DESARROLLO REGIONAL,19,NUEVO LEÓN,49,SANTIAGO,INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE SANTIAGO EN EL ESTADO DE NUEVO LEÓN,5000000,0
973,U128,PROYECTOS DE DESARROLLO REGIONAL,24,SAN LUIS POTOSÍ,35,SOLEDAD DE GRACIANO SÁNCHEZ,"INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE SOLEDAD DE GRACIANO SÁNCHEZ ,   ESTADO DE SAN LUIS POTOSÍ",17760000,0
974,U128,PROYECTOS DE DESARROLLO REGIONAL,7,CHIAPAS,84,SOLOSUCHIAPA,"INFRAESTRUCTURA VÍAL EN EL MUNICIPIO DE SOLOSUCHIAPA ,   DEL ESTADO DE CHIAPAS",1500000,0
975,U128,PROYECTOS DE DESARROLLO REGIONAL,32,ZACATECAS,44,TABASCO,"INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE TABASCO ,   ESTADO DE ZACATECAS",1000000,0
976,U128,PROYECTOS DE DESARROLLO REGIONAL,24,SAN LUIS POTOSÍ,38,TAMPACÁN,"INFRAESTRUCTURA VIAL EN EL MUNICIPIO DE TAMPACÁN ,   ESTADO DE SAN LUIS POTOSÍ",1000000,0
